0,1,2,Actual_Performance
10000.0,2.0,3.0,4190.6
100.0,1.0,15.0,49.335
10000.0,2.0,9.0,3308.0
100.0,1.0,3.0,53.857
10.0,1.0,18.0,7.1578
100.0,6.0,6.0,38.387
1000.0,2.0,3.0,440.59
10000.0,1.0,15.0,5536.3
10000.0,2.0,18.0,3259.4
1.0,2.0,1.0,2.4379
100000.0,1.0,6.0,46923.0
100000.0,6.0,15.0,931.89
10.0,6.0,1.0,12.546
1.0,1.0,1.0,2.25
1000000.0,3.0,6.0,1623.2
1000000.0,6.0,18.0,887.67
10.0,2.0,15.0,4.7671
10000.0,1.0,9.0,5170.7
1000000.0,3.0,3.0,1785.0
10.0,3.0,15.0,6.2653
1000.0,1.0,1.0,1132.4
1.0,2.0,9.0,2.2133
1000.0,1.0,6.0,478.53
10000.0,1.0,3.0,5687.4
1000000.0,6.0,6.0,890.11
1000.0,3.0,18.0,433.98
100000.0,2.0,6.0,30120.0
10000.0,2.0,3.0,4190.6
100.0,1.0,15.0,49.335
10000.0,2.0,9.0,3308.0
100.0,1.0,3.0,53.857
10.0,1.0,18.0,7.1578
100.0,6.0,6.0,38.387
1000.0,2.0,3.0,440.59
10000.0,1.0,15.0,5536.3
10000.0,2.0,18.0,3259.4
1.0,2.0,1.0,2.4379
100000.0,1.0,6.0,46923.0
100000.0,6.0,15.0,931.89
10.0,6.0,1.0,12.546
1.0,1.0,1.0,2.25
1000000.0,3.0,6.0,1623.2
1000000.0,6.0,18.0,887.67
10.0,2.0,15.0,4.7671
10000.0,1.0,9.0,5170.7
1000000.0,3.0,3.0,1785.0
10.0,3.0,15.0,6.2653
1000.0,1.0,1.0,1132.4
1.0,2.0,9.0,2.2133
1000.0,1.0,6.0,478.53
10000.0,1.0,3.0,5687.4
1000000.0,6.0,6.0,890.11
1000.0,3.0,18.0,433.98
100000.0,2.0,6.0,30120.0
