0,1,2,Actual_Performance
7.0,6.0,8.0,374.47
5.0,1.0,13.0,397.46
10.0,4.0,11.0,364.49
8.0,5.0,17.0,350.82
100.0,1.0,11.0,577.44
1000.0,5.0,5.0,1013.9
2.0,4.0,11.0,311.93
5.0,4.0,6.0,278.23
3.0,6.0,11.0,274.85
10000.0,4.0,17.0,7527.8
9.0,3.0,10.0,390.79
10000.0,3.0,11.0,8321.1
4.0,3.0,16.0,272.82
7.0,3.0,15.0,327.91
60000.0,6.0,9.0,34379.0
10000.0,1.0,5.0,8215.0
10.0,2.0,18.0,448.59
60000.0,5.0,5.0,37230.0
6.0,4.0,3.0,279.17
10000.0,6.0,6.0,6962.4
9.0,5.0,10.0,354.08
100.0,5.0,11.0,387.21
100.0,3.0,1.0,375.9
10000.0,2.0,8.0,8486.3
2.0,1.0,15.0,366.02
1000.0,3.0,18.0,953.74
4.0,5.0,12.0,262.32
3.0,4.0,15.0,270.43
2.0,6.0,12.0,276.16
60000.0,5.0,18.0,49069.0
9.0,4.0,16.0,356.45
10.0,6.0,10.0,382.87
6.0,3.0,10.0,273.26
2.0,5.0,13.0,292.02
1000.0,1.0,18.0,1010.6
60000.0,6.0,3.0,34008.0
100.0,1.0,12.0,583.87
9.0,4.0,12.0,377.95
1.0,6.0,18.0,265.93
60000.0,1.0,2.0,52823.0
60000.0,5.0,7.0,29293.0
1.0,4.0,12.0,282.76
60000.0,3.0,8.0,37933.0
5.0,2.0,12.0,311.36
100.0,3.0,4.0,372.5
4.0,4.0,11.0,269.76
4.0,5.0,10.0,271.51
5.0,2.0,16.0,317.27
4.0,1.0,13.0,369.06
8.0,3.0,14.0,368.14
6.0,1.0,13.0,371.37
60000.0,2.0,4.0,34681.0
1000.0,4.0,10.0,965.63
2.0,5.0,16.0,274.27
4.0,5.0,15.0,268.85
1.0,2.0,12.0,306.24
1000.0,5.0,2.0,943.22
2.0,3.0,6.0,288.28
10000.0,2.0,18.0,7856.5
3.0,3.0,14.0,280.18
10.0,5.0,5.0,390.77
1.0,3.0,8.0,285.11
5.0,3.0,10.0,265.12
100.0,3.0,16.0,383.55
9.0,5.0,15.0,378.53
1000.0,3.0,6.0,1015.6
1.0,5.0,14.0,267.26
7.0,3.0,14.0,306.21
3.0,4.0,8.0,283.24
1000.0,4.0,3.0,973.04
9.0,4.0,18.0,371.81
7.0,5.0,14.0,369.69
10000.0,2.0,9.0,8751.2
10000.0,2.0,17.0,8348.5
7.0,2.0,4.0,371.5
1.0,3.0,2.0,265.26
8.0,1.0,4.0,608.24
1.0,5.0,12.0,261.91
5.0,5.0,7.0,268.57
3.0,1.0,17.0,398.52
10000.0,5.0,10.0,7576.8
1.0,6.0,16.0,270.12
1000.0,5.0,10.0,946.04
2.0,5.0,18.0,264.47
60000.0,5.0,6.0,30327.0
1000.0,4.0,8.0,955.41
7.0,6.0,11.0,363.71
10.0,2.0,3.0,466.67
60000.0,1.0,11.0,44398.0
4.0,4.0,3.0,268.72
7.0,4.0,14.0,294.81
3.0,2.0,9.0,304.48
1.0,6.0,11.0,274.74
9.0,1.0,4.0,548.2
7.0,3.0,18.0,307.45
7.0,5.0,12.0,410.13
6.0,2.0,5.0,306.42
5.0,1.0,7.0,354.5
10000.0,1.0,2.0,8497.9
5.0,6.0,8.0,288.22
7.0,4.0,15.0,326.32
7.0,1.0,8.0,382.54
2.0,6.0,8.0,266.13
60000.0,6.0,1.0,45000.0
8.0,3.0,6.0,403.35
9.0,6.0,16.0,361.55
8.0,4.0,10.0,355.99
4.0,4.0,14.0,271.77
1.0,3.0,1.0,286.39
10000.0,5.0,7.0,7662.3
10.0,2.0,4.0,438.82
10.0,3.0,4.0,386.58
2.0,2.0,7.0,312.04
60000.0,1.0,15.0,46303.0
2.0,5.0,5.0,291.64
3.0,2.0,12.0,290.21
2.0,1.0,5.0,357.0
60000.0,2.0,11.0,48245.0
10000.0,5.0,2.0,7684.7
3.0,6.0,15.0,255.39
1.0,6.0,8.0,280.18
2.0,6.0,6.0,277.88
60000.0,3.0,15.0,35113.0
10.0,5.0,3.0,409.28
8.0,6.0,8.0,359.28
100.0,6.0,16.0,372.15
1000.0,1.0,10.0,1036.6
3.0,6.0,7.0,284.22
6.0,3.0,9.0,280.95
5.0,4.0,4.0,287.73
6.0,2.0,2.0,304.03
8.0,2.0,16.0,416.42
100.0,5.0,7.0,370.68
1000.0,5.0,9.0,928.52
10000.0,3.0,14.0,8304.2
100.0,4.0,16.0,377.11
1000.0,2.0,13.0,984.7
3.0,4.0,1.0,269.51
9.0,3.0,7.0,382.33
2.0,5.0,9.0,277.4
9.0,1.0,5.0,589.18
5.0,5.0,16.0,261.41
10000.0,1.0,6.0,8206.2
100.0,2.0,13.0,429.22
5.0,4.0,11.0,275.18
8.0,4.0,15.0,378.03
8.0,6.0,10.0,392.88
6.0,4.0,12.0,252.03
10.0,1.0,9.0,511.29
5.0,6.0,9.0,274.08
100.0,6.0,9.0,385.3
2.0,6.0,14.0,265.87
4.0,5.0,8.0,261.83
5.0,4.0,16.0,260.63
8.0,1.0,6.0,543.01
1.0,4.0,4.0,286.45
2.0,6.0,5.0,281.18
10000.0,5.0,18.0,6687.1
9.0,6.0,7.0,369.73
9.0,4.0,2.0,346.67
10.0,2.0,16.0,435.93
5.0,1.0,14.0,402.41
5.0,3.0,16.0,269.82
9.0,6.0,8.0,357.59
3.0,4.0,18.0,262.58
10000.0,3.0,3.0,8731.1
9.0,6.0,11.0,365.48
6.0,5.0,2.0,271.26
60000.0,1.0,16.0,53482.0
10.0,4.0,14.0,372.25
5.0,4.0,14.0,258.82
8.0,5.0,2.0,397.46
100.0,3.0,17.0,367.3
3.0,5.0,4.0,285.93
1.0,5.0,15.0,272.98
10.0,6.0,7.0,371.48
1000.0,6.0,6.0,934.73
1.0,5.0,17.0,268.18
10.0,5.0,1.0,359.96
5.0,3.0,5.0,286.71
100.0,1.0,18.0,522.02
6.0,3.0,8.0,275.95
8.0,6.0,3.0,375.6
8.0,2.0,12.0,462.44
9.0,6.0,13.0,387.58
60000.0,3.0,6.0,37577.0
10000.0,2.0,16.0,8777.0
3.0,4.0,5.0,280.83
60000.0,4.0,6.0,32734.0
3.0,1.0,5.0,368.25
3.0,1.0,6.0,360.0
6.0,5.0,13.0,266.21
6.0,3.0,2.0,269.94
10.0,3.0,17.0,374.46
100.0,4.0,1.0,366.3
100.0,2.0,1.0,460.2
9.0,6.0,15.0,391.86
4.0,3.0,17.0,268.98
60000.0,1.0,7.0,41003.0
1.0,4.0,3.0,305.17
4.0,2.0,12.0,311.32
6.0,3.0,18.0,258.36
7.0,6.0,8.0,374.47
5.0,1.0,13.0,397.46
10.0,4.0,11.0,364.49
8.0,5.0,17.0,350.82
100.0,1.0,11.0,577.44
1000.0,5.0,5.0,1013.9
2.0,4.0,11.0,311.93
5.0,4.0,6.0,278.23
3.0,6.0,11.0,274.85
10000.0,4.0,17.0,7527.8
9.0,3.0,10.0,390.79
10000.0,3.0,11.0,8321.1
4.0,3.0,16.0,272.82
7.0,3.0,15.0,327.91
60000.0,6.0,9.0,34379.0
10000.0,1.0,5.0,8215.0
10.0,2.0,18.0,448.59
60000.0,5.0,5.0,37230.0
6.0,4.0,3.0,279.17
10000.0,6.0,6.0,6962.4
9.0,5.0,10.0,354.08
100.0,5.0,11.0,387.21
100.0,3.0,1.0,375.9
10000.0,2.0,8.0,8486.3
2.0,1.0,15.0,366.02
1000.0,3.0,18.0,953.74
4.0,5.0,12.0,262.32
3.0,4.0,15.0,270.43
2.0,6.0,12.0,276.16
60000.0,5.0,18.0,49069.0
9.0,4.0,16.0,356.45
10.0,6.0,10.0,382.87
6.0,3.0,10.0,273.26
2.0,5.0,13.0,292.02
1000.0,1.0,18.0,1010.6
60000.0,6.0,3.0,34008.0
100.0,1.0,12.0,583.87
9.0,4.0,12.0,377.95
1.0,6.0,18.0,265.93
60000.0,1.0,2.0,52823.0
60000.0,5.0,7.0,29293.0
1.0,4.0,12.0,282.76
60000.0,3.0,8.0,37933.0
5.0,2.0,12.0,311.36
100.0,3.0,4.0,372.5
4.0,4.0,11.0,269.76
4.0,5.0,10.0,271.51
5.0,2.0,16.0,317.27
4.0,1.0,13.0,369.06
8.0,3.0,14.0,368.14
6.0,1.0,13.0,371.37
60000.0,2.0,4.0,34681.0
1000.0,4.0,10.0,965.63
