0,1,2,Actual_Performance
100000.0,1.0,16.0,14063.0
10.0,6.0,5.0,3.1328
1.0,2.0,4.0,1.7408
1000.0,1.0,11.0,143.66
10.0,4.0,3.0,3.258
10000.0,5.0,17.0,789.22
10.0,4.0,17.0,3.5179
10000.0,2.0,3.0,1588.4
10.0,3.0,15.0,3.3306
100000.0,5.0,13.0,840.33
1000000.0,6.0,18.0,531.32
1000000.0,1.0,9.0,33086.0
10.0,4.0,9.0,3.3636
10000.0,2.0,11.0,1183.4
10000.0,1.0,8.0,1376.4
1.0,3.0,10.0,1.5172
1000.0,6.0,2.0,146.53
1.0,6.0,11.0,1.4329
100000.0,4.0,18.0,883.67
1000000.0,3.0,18.0,871.26
100.0,5.0,7.0,20.129
1.0,1.0,8.0,1.8902
100000.0,2.0,11.0,11936.0
1.0,5.0,10.0,1.5584
10000.0,1.0,9.0,1468.8
1.0,4.0,7.0,1.5126
100.0,1.0,13.0,17.328
100000.0,4.0,16.0,860.13
10.0,5.0,7.0,3.3739999999999997
10.0,6.0,17.0,3.3335
100000.0,2.0,12.0,10377.0
100.0,3.0,1.0,22.011999999999997
1000000.0,2.0,11.0,24278.0
100000.0,2.0,13.0,789.55
1000.0,6.0,4.0,192.37
100000.0,3.0,9.0,925.43
10000.0,3.0,4.0,1140.1
1.0,5.0,5.0,1.4161
1000000.0,3.0,10.0,827.55
10000.0,3.0,1.0,1811.1
1000000.0,6.0,1.0,6031.5
1000000.0,2.0,5.0,81802.0
1000.0,3.0,15.0,170.5
1000000.0,1.0,2.0,85691.0
100000.0,1.0,1.0,20990.0
100000.0,1.0,3.0,15169.0
1000.0,4.0,13.0,171.97
10.0,5.0,15.0,3.5358
10.0,2.0,13.0,3.2491
10.0,3.0,1.0,3.3776
10.0,1.0,15.0,3.6191
1000000.0,3.0,2.0,720.35
1000.0,6.0,12.0,174.74
100.0,5.0,14.0,19.589000000000002
100000.0,2.0,18.0,11850.0
1000000.0,1.0,11.0,40881.0
1.0,2.0,2.0,1.7259
1000000.0,6.0,6.0,618.01
10000.0,4.0,18.0,836.73
1.0,4.0,5.0,1.4805
10000.0,6.0,9.0,489.29
1000.0,4.0,9.0,186.28
1.0,6.0,18.0,1.4954
100000.0,1.0,14.0,15405.0
100.0,6.0,12.0,20.042
1000.0,2.0,11.0,156.71
1000.0,4.0,11.0,176.22
100.0,4.0,4.0,24.039
10000.0,5.0,7.0,825.5
1000000.0,6.0,3.0,874.17
100000.0,3.0,12.0,806.52
100.0,2.0,15.0,16.808
1000000.0,6.0,12.0,514.16
10000.0,5.0,2.0,1029.5
100.0,2.0,17.0,17.035999999999998
100000.0,1.0,5.0,14235.0
100.0,4.0,8.0,20.154
10000.0,4.0,7.0,722.58
1000000.0,1.0,3.0,82187.0
100000.0,5.0,16.0,931.08
100.0,2.0,3.0,21.603
100.0,1.0,3.0,20.811999999999998
1.0,5.0,11.0,1.5382
100.0,3.0,5.0,20.875
100000.0,2.0,17.0,10676.0
10.0,2.0,15.0,3.2191
100.0,4.0,6.0,20.616
1000000.0,5.0,14.0,811.7
100.0,6.0,14.0,19.031
10000.0,6.0,12.0,541.08
10000.0,4.0,9.0,914.21
100.0,1.0,16.0,17.56
100.0,3.0,9.0,18.500999999999998
100.0,3.0,16.0,18.29
1000000.0,2.0,4.0,63627.0
1000.0,6.0,15.0,170.22
100.0,3.0,8.0,18.819000000000006
1000000.0,3.0,4.0,1052.8
100.0,4.0,2.0,30.38
1000000.0,1.0,4.0,83689.0
100000.0,5.0,11.0,827.53
100000.0,1.0,16.0,14063.0
10.0,6.0,5.0,3.1328
1.0,2.0,4.0,1.7408
1000.0,1.0,11.0,143.66
10.0,4.0,3.0,3.258
10000.0,5.0,17.0,789.22
10.0,4.0,17.0,3.5179
10000.0,2.0,3.0,1588.4
10.0,3.0,15.0,3.3306
100000.0,5.0,13.0,840.33
1000000.0,6.0,18.0,531.32
1000000.0,1.0,9.0,33086.0
10.0,4.0,9.0,3.3636
10000.0,2.0,11.0,1183.4
10000.0,1.0,8.0,1376.4
1.0,3.0,10.0,1.5172
1000.0,6.0,2.0,146.53
1.0,6.0,11.0,1.4329
100000.0,4.0,18.0,883.67
1000000.0,3.0,18.0,871.26
100.0,5.0,7.0,20.129
1.0,1.0,8.0,1.8902
100000.0,2.0,11.0,11936.0
1.0,5.0,10.0,1.5584
10000.0,1.0,9.0,1468.8
1.0,4.0,7.0,1.5126
100.0,1.0,13.0,17.328
100000.0,4.0,16.0,860.13
10.0,5.0,7.0,3.3739999999999997
10.0,6.0,17.0,3.3335
