0,1,2,Actual_Performance
1000.0,2.0,3.0,4.4865180133698255
10.0,3.0,9.0,5.827166249053086
100000.0,2.0,12.0,3.1755104633069764
100000.0,3.0,6.0,5.489679402722881
10000.0,1.0,9.0,4.985044865403789
100000.0,1.0,9.0,2.710027100271003
100.0,6.0,15.0,4.2238648363252365
10000.0,2.0,12.0,2.8234231181884915
10000.0,2.0,6.0,3.3970853008119035
10.0,6.0,9.0,4.983554270906009
1.0,3.0,9.0,20.89034657084961
1.0,6.0,6.0,20.630892698727074
100000.0,1.0,18.0,4.729250413809411
100000.0,6.0,3.0,4.705660910074821
1000000.0,2.0,15.0,1.9434457292780096
1000.0,1.0,12.0,4.5854732208363895
10.0,1.0,9.0,6.753562504220978
10.0,3.0,12.0,5.837711617046118
1.0,2.0,12.0,23.3203516709032
100000.0,1.0,1.0,13.379895369218213
100.0,6.0,3.0,4.911832604744832
100.0,2.0,1.0,11.433798307797847
1.0,1.0,15.0,23.84301757230395
100000.0,2.0,18.0,3.1421838177533385
1000.0,1.0,3.0,4.9875311720698265
100.0,1.0,9.0,5.36135535063264
10000.0,1.0,6.0,3.377009320545725
1000.0,2.0,3.0,4.4865180133698255
10.0,3.0,9.0,5.827166249053086
100000.0,2.0,12.0,3.1755104633069764
100000.0,3.0,6.0,5.489679402722881
10000.0,1.0,9.0,4.985044865403789
100000.0,1.0,9.0,2.710027100271003
100.0,6.0,15.0,4.2238648363252365
10000.0,2.0,12.0,2.8234231181884915
10000.0,2.0,6.0,3.3970853008119035
10.0,6.0,9.0,4.983554270906009
1.0,3.0,9.0,20.89034657084961
1.0,6.0,6.0,20.630892698727074
100000.0,1.0,18.0,4.729250413809411
100000.0,6.0,3.0,4.705660910074821
1000000.0,2.0,15.0,1.9434457292780096
1000.0,1.0,12.0,4.5854732208363895
10.0,1.0,9.0,6.753562504220978
10.0,3.0,12.0,5.837711617046118
1.0,2.0,12.0,23.3203516709032
100000.0,1.0,1.0,13.379895369218213
100.0,6.0,3.0,4.911832604744832
100.0,2.0,1.0,11.433798307797847
1.0,1.0,15.0,23.84301757230395
100000.0,2.0,18.0,3.1421838177533385
1000.0,1.0,3.0,4.9875311720698265
100.0,1.0,9.0,5.36135535063264
10000.0,1.0,6.0,3.377009320545725
