0,1,2,Actual_Performance
100.0,6.0,12.0,3.9278840488628775
100000.0,2.0,6.0,3.2657326671238693
1000.0,3.0,6.0,4.57331016189518
1.0,2.0,1.0,22.180326050792946
100.0,1.0,3.0,4.553941436313129
1000000.0,1.0,12.0,1.8076644974692693
1000.0,6.0,3.0,4.3698654081454285
1000000.0,6.0,15.0,3.7548813457494745
1000.0,6.0,12.0,3.617421501953408
100000.0,1.0,3.0,5.416237881167741
100000.0,3.0,18.0,4.714757190004715
1.0,2.0,6.0,20.856797230217325
1000.0,1.0,18.0,3.9070130884938465
10000.0,3.0,6.0,4.670060243777145
10000.0,2.0,6.0,2.9883752203926734
1.0,6.0,1.0,18.80158685393048
10000.0,3.0,9.0,4.5850527281063735
1000000.0,1.0,15.0,1.7060188344479323
1.0,6.0,3.0,18.652888399768702
1000000.0,2.0,12.0,1.5514700178419052
1000.0,2.0,1.0,11.068558652292296
10000.0,3.0,1.0,10.520999915832002
10000.0,2.0,1.0,11.207746794584418
10.0,6.0,15.0,5.092427560217956
10.0,3.0,1.0,11.904761904761903
1.0,2.0,15.0,21.5368711233632
100.0,6.0,18.0,3.89377774316642
100.0,6.0,12.0,3.9278840488628775
100000.0,2.0,6.0,3.2657326671238693
1000.0,3.0,6.0,4.57331016189518
1.0,2.0,1.0,22.180326050792946
100.0,1.0,3.0,4.553941436313129
1000000.0,1.0,12.0,1.8076644974692693
1000.0,6.0,3.0,4.3698654081454285
1000000.0,6.0,15.0,3.7548813457494745
1000.0,6.0,12.0,3.617421501953408
100000.0,1.0,3.0,5.416237881167741
100000.0,3.0,18.0,4.714757190004715
1.0,2.0,6.0,20.856797230217325
1000.0,1.0,18.0,3.9070130884938465
10000.0,3.0,6.0,4.670060243777145
10000.0,2.0,6.0,2.9883752203926734
1.0,6.0,1.0,18.80158685393048
10000.0,3.0,9.0,4.5850527281063735
1000000.0,1.0,15.0,1.7060188344479323
1.0,6.0,3.0,18.652888399768702
1000000.0,2.0,12.0,1.5514700178419052
1000.0,2.0,1.0,11.068558652292296
10000.0,3.0,1.0,10.520999915832002
10000.0,2.0,1.0,11.207746794584418
10.0,6.0,15.0,5.092427560217956
10.0,3.0,1.0,11.904761904761903
1.0,2.0,15.0,21.5368711233632
100.0,6.0,18.0,3.89377774316642
