0,1,2,Actual_Performance
1000.0,1.0,9.0,4.997251511668583
10.0,1.0,18.0,7.343222205903951
1.0,1.0,3.0,24.3985751232128
10.0,3.0,12.0,6.6498204548477196
1000.0,3.0,9.0,4.8569624556802165
1.0,2.0,6.0,24.25300737291425
1000000.0,6.0,9.0,3.9506953223767383
100.0,1.0,9.0,5.070736778053852
100000.0,2.0,15.0,3.4116884446112383
1000000.0,1.0,1.0,2.0442372950652112
100000.0,6.0,9.0,3.9032006245121
1000.0,2.0,9.0,3.416000546560088
10000.0,1.0,15.0,5.205622071837585
100000.0,3.0,18.0,5.58659217877095
100000.0,2.0,3.0,4.190412336573919
100.0,6.0,6.0,4.693733865289838
100000.0,6.0,3.0,5.053057099545224
1000.0,6.0,9.0,4.10475330432641
1.0,6.0,3.0,20.616856341745013
1000.0,2.0,1.0,12.894740235457954
1000.0,1.0,15.0,4.815100154083205
1000.0,3.0,15.0,5.05663430420712
1000000.0,6.0,3.0,4.961055712655654
100.0,1.0,3.0,5.694436535504812
1.0,6.0,18.0,21.266188886289687
10000.0,3.0,18.0,5.260389268805892
1000.0,6.0,3.0,4.658312759118648
1000.0,1.0,9.0,4.997251511668583
10.0,1.0,18.0,7.343222205903951
1.0,1.0,3.0,24.3985751232128
10.0,3.0,12.0,6.6498204548477196
1000.0,3.0,9.0,4.8569624556802165
1.0,2.0,6.0,24.25300737291425
1000000.0,6.0,9.0,3.9506953223767383
100.0,1.0,9.0,5.070736778053852
100000.0,2.0,15.0,3.4116884446112383
1000000.0,1.0,1.0,2.0442372950652112
100000.0,6.0,9.0,3.9032006245121
1000.0,2.0,9.0,3.416000546560088
10000.0,1.0,15.0,5.205622071837585
100000.0,3.0,18.0,5.58659217877095
100000.0,2.0,3.0,4.190412336573919
100.0,6.0,6.0,4.693733865289838
100000.0,6.0,3.0,5.053057099545224
1000.0,6.0,9.0,4.10475330432641
1.0,6.0,3.0,20.616856341745013
1000.0,2.0,1.0,12.894740235457954
1000.0,1.0,15.0,4.815100154083205
1000.0,3.0,15.0,5.05663430420712
1000000.0,6.0,3.0,4.961055712655654
100.0,1.0,3.0,5.694436535504812
1.0,6.0,18.0,21.266188886289687
10000.0,3.0,18.0,5.260389268805892
1000.0,6.0,3.0,4.658312759118648
