0,1,2,3,4,5,Actual_Performance
1.0,1.0,2.0,10.0,100.0,2.0,13.677271110867961
3.0,1000.0,3.0,10.0,1000000.0,2.0,786.6582756450598
1.0,10000.0,3.0,100.0,1000000.0,2.0,2167.1759530156255
1.0,10000.0,3.0,100.0,100.0,1.0,2.228511577117643
3.0,10.0,5.0,1000.0,10000.0,2.0,4.829051574270814
1.0,1000.0,5.0,10.0,100000.0,1.0,60.39012017633914
1.0,1.0,2.0,10.0,100000.0,3.0,28.982986986638842
1.0,1000.0,2.0,100.0,1000.0,6.0,1.6983407211154702
3.0,100.0,4.0,10.0,10.0,6.0,2.1364325848697843
3.0,100.0,4.0,100.0,1000.0,2.0,2.2010917415037863
3.0,10000.0,4.0,100.0,10.0,3.0,1.8485313418489009
3.0,10.0,4.0,100.0,100000.0,6.0,19.53201296925661
1.0,1000.0,3.0,100.0,100.0,3.0,2.1054404581438435
3.0,1.0,4.0,1000.0,100.0,3.0,7.599361653621098
3.0,100.0,5.0,100.0,10.0,3.0,2.354104380988253
1.0,1000.0,4.0,100.0,100.0,2.0,2.573075339645945
3.0,100.0,5.0,100.0,100.0,2.0,2.4174442779093943
3.0,1.0,3.0,100.0,1000.0,2.0,6.3893680914957525
3.0,100.0,2.0,10.0,10.0,3.0,1.2177004943864007
1.0,100.0,2.0,100.0,10.0,1.0,1.8399941120188408
1.0,10000.0,2.0,1000.0,10000.0,3.0,1.9714533554136109
3.0,1.0,2.0,1000.0,10.0,6.0,4.795473073418694
3.0,100.0,3.0,10.0,10000.0,6.0,2.1018117617386185
1.0,10.0,5.0,10.0,100000.0,2.0,51.10906674844117
3.0,1.0,2.0,10.0,100000.0,6.0,11.582519661327126
3.0,10.0,5.0,1000.0,10000.0,6.0,4.274052228918237
3.0,1.0,2.0,1000.0,10.0,2.0,4.7225501770956315
1.0,10000.0,2.0,10.0,100000.0,6.0,19.249278152069298
3.0,1000.0,3.0,10.0,1000.0,2.0,1.7458710150494081
3.0,100.0,5.0,10.0,100000.0,6.0,26.05931099181737
1.0,1000.0,2.0,10.0,10000.0,6.0,1.963016764163166
3.0,100.0,3.0,1000.0,10.0,1.0,2.1862702229995628
3.0,100.0,5.0,1000.0,1000.0,2.0,2.547835613646208
1.0,1000.0,4.0,10.0,10.0,2.0,2.6022691787238466
1.0,100.0,2.0,1000.0,1000.0,1.0,1.9439746505705569
1.0,10.0,3.0,10.0,100000.0,6.0,25.736051060325302
1.0,10.0,2.0,100.0,1000.0,2.0,2.6111705877745
3.0,1.0,4.0,100.0,1000.0,2.0,7.857928650007857
